order_id;customer_id;order_date;shipping_city;shipping_state;shipping_region;shipping_country;shipping_postal_code;shipping_date;shipping_mode;order_id;day;month;year;order_details_id;order_id;product_id;quantity;order_discount;order_profits;order_profit_ratio;order_sales;customer_id;customer_name;customer_segment;product_id;product_name;product_category;product_subcategory;product_manufacturer
CA-2015-101427;37;12/26/2015;Philadelphia;Pennsylvania;East;United States;19140;12/30/2015;Standard Class;CA-2015-101427;26;12;2015;45;CA-2015-101427;590;3;0,2;1;0.14;8;37;Andy Yotov;Corporate;590;Eldon Spacemaker Box, Quick-Snap Lid, Clear;Office Supplies;Art;Eldon
CA-2015-101462;82;4/20/2015;Los Angeles;California;West;United States;90045;4/25/2015;Standard Class;CA-2015-101462;20;4;2015;46;CA-2015-101462;727;4;0,0;28;0.46;60;82;Benjamin Patterson;Consumer;727;GE 4 Foot Flourescent Tube, 40 Watt;Furniture;Furnishings;GE
CA-2015-101476;698;09.12.2015;New Rochelle;New York;East;United States;10801;9/13/2015;First Class;CA-2015-101476;12;9;2015;47;CA-2015-101476;605;1;0,0;30;0.43;70;698;Shirley Daniels;Home Office;605;Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner;Technology;Machines;Epson
CA-2015-101560;149;11/28/2015;Columbia;South Carolina;South;United States;29203;12.01.2015;Second Class;CA-2015-101560;28;11;2015;48;CA-2015-101560;475;4;0,0;4;0.33;13;149;Chris Selesnick;Corporate;475;Crayola Colored Pencils;Office Supplies;Art;Crayola
CA-2015-101560;149;11/28/2015;Columbia;South Carolina;South;United States;29203;12.01.2015;Second Class;CA-2015-101560;28;11;2015;51;CA-2015-101560;559;5;0,0;44;0.11;398;149;Chris Selesnick;Corporate;559;Eldon Cleatmat Plus Chair Mats for High Pile Carpets;Furniture;Furnishings;Eldon
CA-2015-101560;149;11/28/2015;Columbia;South Carolina;South;United States;29203;12.01.2015;Second Class;CA-2015-101560;28;11;2015;49;CA-2015-101560;715;3;0,0;22;0.49;46;149;Chris Selesnick;Corporate;715;"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black";Office Supplies;Binders;GBC
CA-2015-101560;149;11/28/2015;Columbia;South Carolina;South;United States;29203;12.01.2015;Second Class;CA-2015-101560;28;11;2015;50;CA-2015-101560;1728;7;0,0;40;0.47;86;149;Chris Selesnick;Corporate;1728;Xerox 1933;Office Supplies;Paper;Xerox
CA-2015-101602;539;12/15/2015;El Paso;Texas;Central;United States;79907;12/18/2015;First Class;CA-2015-101602;15;12;2015;52;CA-2015-101602;147;3;0,2;-9;-0.23;41;539;Mick Crebagga;Consumer;147;ARKON Windshield Dashboard Air Vent Car Mount Holder;Technology;Phones;Other
CA-2015-101602;539;12/15/2015;El Paso;Texas;Central;United States;79907;12/18/2015;First Class;CA-2015-101602;15;12;2015;53;CA-2015-101602;996;5;0,3;-22;-0.03;763;539;Mick Crebagga;Consumer;996;Lifetime Advantage Folding Chairs, 4/Carton;Furniture;Chairs;Other
CA-2015-101770;415;3/31/2015;Miami;Florida;South;United States;33180;04.04.2015;Standard Class;CA-2015-101770;31;3;2015;54;CA-2015-101770;257;1;0,7;-1;-0.7;2;415;Karen Bern;Corporate;257;Avery Hole Reinforcements;Office Supplies;Binders;Avery
CA-2015-101833;283;11/17/2015;New York City;New York;East;United States;10024;11/22/2015;Second Class;CA-2015-101833;17;11;2015;55;CA-2015-101833;1475;3;0,0;17;0.5;34;283;Frank Gastineau;Home Office;1475;Southworth 100% Cotton The Best Paper;Office Supplies;Paper;Southworth
CA-2015-101931;757;10/28/2015;Los Angeles;California;West;United States;90049;10/31/2015;First Class;CA-2015-101931;28;10;2015;57;CA-2015-101931;260;2;0,2;2;0.31;7;757;Todd Sumrall;Corporate;260;Avery Non-Stick Binders;Office Supplies;Binders;Avery
CA-2015-101931;757;10/28/2015;Los Angeles;California;West;United States;90049;10/31/2015;First Class;CA-2015-101931;28;10;2015;58;CA-2015-101931;583;5;0,0;38;0.27;141;757;Todd Sumrall;Corporate;583;Eldon Portable Mobile Manager;Office Supplies;Storage;Eldon
CA-2015-101931;757;10/28/2015;Los Angeles;California;West;United States;90049;10/31/2015;First Class;CA-2015-101931;28;10;2015;60;CA-2015-101931;1196;6;0,2;-36;-0.06;617;757;Todd Sumrall;Corporate;1196;O'Sullivan Living Dimensions 2-Shelf Bookcases;Furniture;Bookcases;O'Sullivan
CA-2015-101931;757;10/28/2015;Los Angeles;California;West;United States;90049;10/31/2015;First Class;CA-2015-101931;28;10;2015;59;CA-2015-101931;1307;2;0,0;14;0.03;481;757;Todd Sumrall;Corporate;1307;Premier Automatic Letter Opener;Office Supplies;Supplies;Other
CA-2015-101931;757;10/28/2015;Los Angeles;California;West;United States;90049;10/31/2015;First Class;CA-2015-101931;28;10;2015;56;CA-2015-101931;1445;2;0,0;0;0.01;6;757;Todd Sumrall;Corporate;1445;Serrated Blade or Curved Handle Hand Letter Openers;Office Supplies;Supplies;Other
CA-2015-102008;660;9/30/2015;New York City;New York;East;United States;10011;10.04.2015;Standard Class;CA-2015-102008;30;9;2015;61;CA-2015-102008;1572;1;0,0;24;0.5;49;660;Russell Applegate;Consumer;1572;Tops Green Bar Computer Printout Paper;Office Supplies;Paper;Other
CA-2015-102085;400;10.04.2015;Seattle;Washington;West;United States;98115;10.09.2015;Standard Class;CA-2015-102085;4;10;2015;62;CA-2015-102085;230;4;0,0;14;0.47;29;400;Joy Daniels;Consumer;230;Avery 519;Office Supplies;Labels;Avery
CA-2015-102274;204;11/21/2015;Richmond;Kentucky;South;United States;40475;11/26/2015;Standard Class;CA-2015-102274;21;11;2015;64;CA-2015-102274;1001;1;0,0;10;0.27;37;204;Dave Hallsten;Corporate;1001;Logitech B530 USB Headset - headset - Full size, Binaural;Technology;Phones;Logitech
CA-2015-102274;204;11/21/2015;Richmond;Kentucky;South;United States;40475;11/26/2015;Standard Class;CA-2015-102274;21;11;2015;66;CA-2015-102274;1111;6;0,0;302;0.48;629;204;Dave Hallsten;Corporate;1111;Multicolor Computer Printout Paper;Office Supplies;Paper;Other
CA-2015-102274;204;11/21/2015;Richmond;Kentucky;South;United States;40475;11/26/2015;Standard Class;CA-2015-102274;21;11;2015;63;CA-2015-102274;1137;3;0,0;1;0.27;5;204;Dave Hallsten;Corporate;1137;Newell 322;Office Supplies;Art;Newell
CA-2015-102274;204;11/21/2015;Richmond;Kentucky;South;United States;40475;11/26/2015;Standard Class;CA-2015-102274;21;11;2015;65;CA-2015-102274;1483;3;0,0;10;0.05;194;204;Dave Hallsten;Corporate;1483;Space Solutions Commercial Steel Shelving;Office Supplies;Storage;Space Solutions
CA-2015-102295;265;11/24/2015;Sacramento;California;West;United States;95823;11/26/2015;Second Class;CA-2015-102295;24;11;2015;67;CA-2015-102295;758;1;0,2;-18;-0.15;121;265;Erica Hackney;Consumer;758;Global Leather & Oak Executive Chair, Burgundy;Furniture;Chairs;Global
CA-2015-102330;57;12/29/2015;Brentwood;California;West;United States;94513;01.03.2016;Standard Class;CA-2015-102330;29;12;2015;68;CA-2015-102330;122;6;0,0;44;0.5;89;57;Arianne Irving;Consumer;122;Alphabetical Labels for Top Tab Filing;Office Supplies;Labels;Other
CA-2015-102330;57;12/29/2015;Brentwood;California;West;United States;94513;01.03.2016;Standard Class;CA-2015-102330;29;12;2015;69;CA-2015-102330;884;4;0,2;36;0.11;320;57;Arianne Irving;Consumer;884;HTC One;Technology;Phones;HTC
CA-2015-102645;336;1/23/2015;Las Vegas;Nevada;West;United States;89115;1/28/2015;Standard Class;CA-2015-102645;23;1;2015;70;CA-2015-102645;1746;6;0,0;19;0.48;40;336;Ionia McGrath;Consumer;1746;Xerox 195;Office Supplies;Paper;Xerox
CA-2015-102652;37;04.06.2015;Los Angeles;California;West;United States;90049;04.12.2015;Standard Class;CA-2015-102652;6;4;2015;72;CA-2015-102652;393;7;0,0;13;0.39;33;37;Andy Yotov;Corporate;393;C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings;Furniture;Furnishings;C-Line
CA-2015-102652;37;04.06.2015;Los Angeles;California;West;United States;90049;04.12.2015;Standard Class;CA-2015-102652;6;4;2015;74;CA-2015-102652;1537;2;0,0;16;0.17;92;37;Andy Yotov;Corporate;1537;Tenex B1-RE Series Chair Mats for Low Pile Carpets;Furniture;Furnishings;Tenex
CA-2015-102652;37;04.06.2015;Los Angeles;California;West;United States;90049;04.12.2015;Standard Class;CA-2015-102652;6;4;2015;73;CA-2015-102652;1735;1;0,0;27;0.48;55;37;Andy Yotov;Corporate;1735;Xerox 194;Office Supplies;Paper;Xerox
CA-2015-102652;37;04.06.2015;Los Angeles;California;West;United States;90049;04.12.2015;Standard Class;CA-2015-102652;6;4;2015;71;CA-2015-102652;1815;3;0,0;9;0.48;19;37;Andy Yotov;Corporate;1815;Xerox 211;Office Supplies;Paper;Xerox
CA-2015-102673;441;11.01.2015;Charlotte;North Carolina;South;United States;28205;11.05.2015;Standard Class;CA-2015-102673;1;11;2015;77;CA-2015-102673;224;12;0,2;16;0.33;48;441;Ken Heidel;Corporate;224;Avery 513;Office Supplies;Labels;Avery
CA-2015-102673;441;11.01.2015;Charlotte;North Carolina;South;United States;28205;11.05.2015;Standard Class;CA-2015-102673;1;11;2015;78;CA-2015-102673;435;9;0,2;110;0.11;979;441;Ken Heidel;Corporate;435;Cisco IP Phone 7961G VoIP phone - Dark gray;Technology;Phones;Cisco
CA-2015-102673;441;11.01.2015;Charlotte;North Carolina;South;United States;28205;11.05.2015;Standard Class;CA-2015-102673;1;11;2015;76;CA-2015-102673;1135;3;0,2;1;0.09;10;441;Ken Heidel;Corporate;1135;Newell 320;Office Supplies;Art;Newell
CA-2015-102673;441;11.01.2015;Charlotte;North Carolina;South;United States;28205;11.05.2015;Standard Class;CA-2015-102673;1;11;2015;75;CA-2015-102673;1507;5;0,2;1;0.19;8;441;Ken Heidel;Corporate;1507;Staples;Office Supplies;Fasteners;Other
CA-2015-102869;475;09.09.2015;Philadelphia;Pennsylvania;East;United States;19140;9/14/2015;Second Class;CA-2015-102869;9;9;2015;80;CA-2015-102869;1056;3;0,2;5;0.29;17;475;Logan Currie;Consumer;1056;Master Caster Door Stop, Large Neon Orange;Furniture;Furnishings;Master Caster
CA-2015-102869;475;09.09.2015;Philadelphia;Pennsylvania;East;United States;19140;9/14/2015;Second Class;CA-2015-102869;9;9;2015;82;CA-2015-102869;1295;1;0,4;-32;-0.23;136;475;Logan Currie;Consumer;1295;Polycom SoundPoint IP 450 VoIP phone;Technology;Phones;Polycom
CA-2015-102869;475;09.09.2015;Philadelphia;Pennsylvania;East;United States;19140;9/14/2015;Second Class;CA-2015-102869;9;9;2015;81;CA-2015-102869;1363;6;0,2;-5;-0.08;65;475;Logan Currie;Consumer;1363;Rosewill 107 Normal Keys USB Wired Standard Keyboard;Technology;Accessories;Other
CA-2015-102869;475;09.09.2015;Philadelphia;Pennsylvania;East;United States;19140;9/14/2015;Second Class;CA-2015-102869;9;9;2015;79;CA-2015-102869;1814;3;0,2;5;0.35;16;475;Logan Currie;Consumer;1814;Xerox 210;Office Supplies;Paper;Xerox
CA-2015-102988;312;04.05.2015;Alexandria;Virginia;South;United States;22304;04.09.2015;Second Class;CA-2015-102988;5;4;2015;86;CA-2015-102988;159;1;0,0;8;0.29;29;312;Greg Maxwell;Corporate;159;AT&T CL82213;Technology;Phones;AT&T
CA-2015-102988;312;04.05.2015;Alexandria;Virginia;South;United States;22304;04.09.2015;Second Class;CA-2015-102988;5;4;2015;84;CA-2015-102988;475;7;0,0;8;0.33;23;312;Greg Maxwell;Corporate;475;Crayola Colored Pencils;Office Supplies;Art;Crayola
CA-2015-102988;312;04.05.2015;Alexandria;Virginia;South;United States;22304;04.09.2015;Second Class;CA-2015-102988;5;4;2015;87;CA-2015-102988;1050;5;0,0;83;0.02;4164;312;Greg Maxwell;Corporate;1050;Martin Yale Chadless Opener Electric Letter Opener;Office Supplies;Supplies;Martin-Yale
CA-2015-102988;312;04.05.2015;Alexandria;Virginia;South;United States;22304;04.09.2015;Second Class;CA-2015-102988;5;4;2015;85;CA-2015-102988;1136;7;0,0;7;0.29;23;312;Greg Maxwell;Corporate;1136;Newell 321;Office Supplies;Art;Newell
CA-2015-102988;312;04.05.2015;Alexandria;Virginia;South;United States;22304;04.09.2015;Second Class;CA-2015-102988;5;4;2015;83;CA-2015-102988;1754;2;0,0;6;0.49;13;312;Greg Maxwell;Corporate;1754;Xerox 1957;Office Supplies;Paper;Xerox
CA-2015-103058;18;7/23/2015;New York City;New York;East;United States;10011;7/24/2015;First Class;CA-2015-103058;23;7;2015;88;CA-2015-103058;421;2;0,0;8;0.08;100;18;Alejandro Grove;Consumer;421;Case Logic 2.4GHz Wireless Keyboard;Technology;Accessories;Other
CA-2015-103086;277;10/17/2015;Houston;Texas;Central;United States;77095;10/19/2015;Second Class;CA-2015-103086;17;10;2015;89;CA-2015-103086;678;2;0,6;-2;-0.3;5;277;Evan Bailliet;Consumer;678;G.E. Longer-Life Indoor Recessed Floodlight Bulbs;Furniture;Furnishings;G. E.
CA-2015-103100;7;12/20/2015;Indianapolis;Indiana;Central;United States;46203;12/23/2015;First Class;CA-2015-103100;20;12;2015;90;CA-2015-103100;195;1;0,0;2;0.47;4;7;Adrian Barton;Consumer;195;Avery 487;Office Supplies;Labels;Avery
CA-2015-103100;7;12/20/2015;Indianapolis;Indiana;Central;United States;46203;12/23/2015;First Class;CA-2015-103100;20;12;2015;91;CA-2015-103100;898;3;0,0;497;0.45;1104;7;Adrian Barton;Consumer;898;Ibico Ibimaster 300 Manual Binding System;Office Supplies;Binders;Ibico
CA-2015-103191;785;9/22/2015;Chicago;Illinois;Central;United States;60653;9/27/2015;Standard Class;CA-2015-103191;22;9;2015;92;CA-2015-103191;1377;3;0,2;-83;-0.25;332;785;Vivek Grady;Corporate;1377;SAFCO Commercial Wire Shelving, Black;Office Supplies;Storage;SAFCO
CA-2015-103219;81;11.09.2015;New York City;New York;East;United States;10035;11/13/2015;Standard Class;CA-2015-103219;9;11;2015;93;CA-2015-103219;548;9;0,0;21;0.38;57;81;Benjamin Farhat;Home Office;548;Eldon 200 Class Desk Accessories, Black;Furniture;Furnishings;Eldon
CA-2015-103310;311;05.10.2015;San Jose;California;West;United States;95123;5/15/2015;Standard Class;CA-2015-103310;10;5;2015;95;CA-2015-103310;75;6;0,0;11;0.27;41;311;Greg Matthias;Consumer;75;Acme Design Stainless Steel Bent Scissors;Office Supplies;Supplies;Acme
CA-2015-103310;311;05.10.2015;San Jose;California;West;United States;95123;5/15/2015;Standard Class;CA-2015-103310;10;5;2015;96;CA-2015-103310;846;1;0,2;32;0.13;257;311;Greg Matthias;Consumer;846;Hon Pagoda Stacking Chairs;Furniture;Chairs;Hon
